# Primal Logic + MotorHandPro Integration
# Combined control system output
t,state,primal_control,throttle,psi,gamma,Ec,comfort
7.450,6.061905,-3.388480,84,6.095789,-3.388480,6.776960,100.00
7.460,6.028096,-3.380847,84,6.061905,-3.380847,6.761693,100.00
7.470,5.994364,-3.373225,84,6.028096,-3.373225,6.746450,100.00
7.480,5.960708,-3.365615,85,5.994364,-3.365615,6.731230,100.00
7.490,5.927127,-3.358016,85,5.960708,-3.358016,6.716032,100.00
7.500,5.893623,-3.350429,85,5.927127,-3.350429,6.700858,100.00
7.510,5.860195,-3.342853,85,5.893623,-3.342853,6.685707,100.00
7.520,5.826613,-3.358178,85,5.860195,-3.358178,6.716356,100.00
7.530,5.793108,-3.350517,85,5.826613,-3.350517,6.701033,100.00
7.540,5.759679,-3.342867,85,5.793108,-3.342867,6.685734,100.00
7.550,5.726327,-3.335229,85,5.759679,-3.335229,6.670458,100.00
7.560,5.693051,-3.327603,85,5.726327,-3.327603,6.655206,100.00
7.570,5.659851,-3.319988,85,5.693051,-3.319988,6.639977,100.00
7.580,5.626727,-3.312385,85,5.659851,-3.312385,6.624771,100.00
7.590,5.593679,-3.304794,85,5.626727,-3.304794,6.609588,100.00
7.600,5.560483,-3.319650,85,5.593679,-3.319650,6.639300,100.00
7.610,5.527363,-3.311974,85,5.560483,-3.311974,6.623949,100.00
7.620,5.494320,-3.304311,85,5.527363,-3.304311,6.608621,100.00
7.630,5.461353,-3.296659,85,5.494320,-3.296659,6.593317,100.00
7.640,5.428463,-3.289019,86,5.461353,-3.289019,6.578037,100.00
7.650,5.395649,-3.281390,86,5.428463,-3.281390,6.562781,100.00
7.660,5.362911,-3.273774,86,5.395649,-3.273774,6.547548,100.00
7.670,5.330250,-3.266169,86,5.362911,-3.266169,6.532339,100.00
7.680,5.297444,-3.280568,86,5.330250,-3.280568,6.561135,100.00
7.690,5.264715,-3.272880,86,5.297444,-3.272880,6.545760,100.00
7.700,5.232063,-3.265204,86,5.264715,-3.265204,6.530409,100.00
7.710,5.199488,-3.257541,86,5.232063,-3.257541,6.515081,100.00
7.720,5.166989,-3.249889,86,5.199488,-3.249889,6.499778,100.00
7.730,5.134566,-3.242249,86,5.166989,-3.242249,6.484499,100.00
7.740,5.102220,-3.234622,86,5.134566,-3.234622,6.469244,100.00
7.750,5.069950,-3.227006,86,5.102220,-3.227006,6.454012,100.00
7.760,5.037540,-3.240958,86,5.069950,-3.240958,6.481916,100.00
7.770,5.005208,-3.233260,86,5.037540,-3.233260,6.466521,100.00
7.780,4.972952,-3.225575,86,5.005208,-3.225575,6.451150,100.00
7.790,4.940773,-3.217902,86,4.972952,-3.217902,6.435804,100.00
7.800,4.908671,-3.210241,87,4.940773,-3.210241,6.420482,100.00
7.810,4.876645,-3.202592,87,4.908671,-3.202592,6.405184,100.00
7.820,4.844695,-3.194955,87,4.876645,-3.194955,6.389910,100.00
7.830,4.812822,-3.187331,87,4.844695,-3.187331,6.374661,100.00
7.840,4.780813,-3.200847,87,4.812822,-3.200847,6.401693,100.00
7.850,4.748882,-3.193142,87,4.780813,-3.193142,6.386283,100.00
7.860,4.717027,-3.185449,87,4.748882,-3.185449,6.370898,100.00
7.870,4.685250,-3.177768,87,4.717027,-3.177768,6.355537,100.00
7.880,4.653549,-3.170100,87,4.685250,-3.170100,6.340200,100.00
7.890,4.621924,-3.162444,87,4.653549,-3.162444,6.324888,100.00
7.900,4.590376,-3.154800,87,4.621924,-3.154800,6.309601,100.00
7.910,4.558905,-3.147169,87,4.590376,-3.147169,6.294338,100.00
7.920,4.527302,-3.160260,87,4.558905,-3.160260,6.320520,100.00
7.930,4.495777,-3.152550,87,4.527302,-3.152550,6.305099,100.00
7.940,4.464328,-3.144852,87,4.495777,-3.144852,6.289703,100.00
7.950,4.432956,-3.137166,88,4.464328,-3.137166,6.274332,100.00
7.960,4.401661,-3.129493,88,4.432956,-3.129493,6.258985,100.00
7.970,4.370443,-3.121832,88,4.401661,-3.121832,6.243664,100.00
7.980,4.339301,-3.114183,88,4.370443,-3.114183,6.228367,100.00
7.990,4.308236,-3.106547,88,4.339301,-3.106547,6.213095,100.00
8.000,4.277044,-3.119224,88,4.308236,-3.119224,6.238448,100.00
8.010,4.245929,-3.111510,88,4.277044,-3.111510,6.223020,100.00
8.020,4.214890,-3.103809,88,4.245929,-3.103809,6.207618,100.00
8.030,4.183929,-3.096120,88,4.214890,-3.096120,6.192241,100.00
8.040,4.153045,-3.088444,88,4.183929,-3.088444,6.176888,100.00
8.050,4.122237,-3.080781,88,4.153045,-3.080781,6.161561,100.00
8.060,4.091506,-3.073130,88,4.122237,-3.073130,6.146259,100.00
8.070,4.060851,-3.065491,88,4.091506,-3.065491,6.130982,100.00
8.080,4.030073,-3.077764,88,4.060851,-3.077764,6.155527,100.00
8.090,3.999373,-3.070049,88,4.030073,-3.070049,6.140097,100.00
8.100,3.968749,-3.062346,88,3.999373,-3.062346,6.124693,100.00
8.110,3.938203,-3.054657,89,3.968749,-3.054657,6.109314,100.00
8.120,3.907733,-3.046980,89,3.938203,-3.046980,6.093960,100.00
8.130,3.877340,-3.039316,89,3.907733,-3.039316,6.078632,100.00
8.140,3.847023,-3.031664,89,3.877340,-3.031664,6.063329,100.00
8.150,3.816783,-3.024025,89,3.847023,-3.024025,6.048051,100.00
8.160,3.786424,-3.035904,89,3.816783,-3.035904,6.071807,100.00
8.170,3.756142,-3.028190,89,3.786424,-3.028190,6.056379,100.00
8.180,3.725937,-3.020488,89,3.756142,-3.020488,6.040977,100.00
8.190,3.695809,-3.012800,89,3.725937,-3.012800,6.025600,100.00
8.200,3.665758,-3.005125,89,3.695809,-3.005125,6.010249,100.00
8.210,3.635783,-2.997462,89,3.665758,-2.997462,5.994924,100.00
8.220,3.605885,-2.989812,89,3.635783,-2.989812,5.979625,100.00
8.230,3.576063,-2.982175,89,3.605885,-2.982175,5.964350,100.00
8.240,3.546126,-2.993669,89,3.576063,-2.993669,5.987338,100.00
8.250,3.516267,-2.985958,89,3.546126,-2.985958,5.971916,100.00
8.260,3.486484,-2.978260,90,3.516267,-2.978260,5.956520,100.00
8.270,3.456779,-2.970575,90,3.486484,-2.970575,5.941150,100.00
8.280,3.427150,-2.962903,90,3.456779,-2.962903,5.925806,100.00
8.290,3.397597,-2.955244,90,3.427150,-2.955244,5.910488,100.00
8.300,3.368121,-2.947598,90,3.397597,-2.947598,5.895196,100.00
8.310,3.338721,-2.939965,90,3.368121,-2.939965,5.879930,100.00
8.320,3.309211,-2.951084,90,3.338721,-2.951084,5.902168,100.00
8.330,3.279777,-2.943378,90,3.309211,-2.943378,5.886756,100.00
8.340,3.250420,-2.935686,90,3.279777,-2.935686,5.871371,100.00
8.350,3.221140,-2.928006,90,3.250420,-2.928006,5.856012,100.00
8.360,3.191937,-2.920339,90,3.221140,-2.920339,5.840679,100.00
8.370,3.162810,-2.912686,90,3.191937,-2.912686,5.825372,100.00
8.380,3.133759,-2.905046,90,3.162810,-2.905046,5.810091,100.00
8.390,3.104785,-2.897418,91,3.133759,-2.897418,5.794837,100.00
8.400,3.075703,-2.908173,90,3.104785,-2.908173,5.816345,100.00
8.410,3.046699,-2.900474,91,3.075703,-2.900474,5.800948,100.00
8.420,3.017771,-2.892789,91,3.046699,-2.892789,5.785577,100.00
8.430,2.988920,-2.885116,91,3.017771,-2.885116,5.770233,100.00
8.440,2.960145,-2.877457,91,2.988920,-2.877457,5.754915,100.00
8.450,2.931447,-2.869812,91,2.960145,-2.869812,5.739623,100.00
8.460,2.902825,-2.862179,91,2.931447,-2.862179,5.724358,100.00
8.470,2.874279,-2.854560,91,2.902825,-2.854560,5.709120,100.00
8.480,2.845630,-2.864958,91,2.874279,-2.864958,5.729917,100.00
8.490,2.817057,-2.857269,91,2.845630,-2.857269,5.714538,100.00
8.500,2.788561,-2.849593,91,2.817057,-2.849593,5.699186,100.00
8.510,2.760142,-2.841930,91,2.788561,-2.841930,5.683860,100.00
8.520,2.731799,-2.834281,91,2.760142,-2.834281,5.668561,100.00
8.530,2.703533,-2.826645,91,2.731799,-2.826645,5.653289,100.00
8.540,2.675342,-2.819022,92,2.703533,-2.819022,5.638044,100.00
8.550,2.647228,-2.811412,92,2.675342,-2.811412,5.622825,100.00
8.560,2.619014,-2.821464,92,2.647228,-2.821464,5.642929,100.00
8.570,2.590876,-2.813786,92,2.619014,-2.813786,5.627572,100.00
8.580,2.562815,-2.806121,92,2.590876,-2.806121,5.612243,100.00
8.590,2.534830,-2.798470,92,2.562815,-2.798470,5.596940,100.00
8.600,2.506922,-2.790832,92,2.534830,-2.790832,5.581665,100.00
8.610,2.479090,-2.783208,92,2.506922,-2.783208,5.566416,100.00
8.620,2.451334,-2.775597,92,2.479090,-2.775597,5.551194,100.00
8.630,2.423654,-2.767999,92,2.451334,-2.767999,5.535999,100.00
8.640,2.395876,-2.777714,92,2.423654,-2.777714,5.555428,100.00
8.650,2.368176,-2.770049,92,2.395876,-2.770049,5.540098,100.00
8.660,2.340552,-2.762397,92,2.368176,-2.762397,5.524795,100.00
8.670,2.313004,-2.754759,92,2.340552,-2.754759,5.509519,100.00
8.680,2.285533,-2.747135,92,2.313004,-2.747135,5.494270,100.00
8.690,2.258138,-2.739524,93,2.285533,-2.739524,5.479049,100.00
8.700,2.230818,-2.731927,93,2.258138,-2.731927,5.463854,100.00
8.710,2.203575,-2.724343,93,2.230818,-2.724343,5.448687,100.00
8.720,2.176238,-2.733729,93,2.203575,-2.733729,5.467459,100.00
8.730,2.148977,-2.726079,93,2.176238,-2.726079,5.452159,100.00
8.740,2.121793,-2.718443,93,2.148977,-2.718443,5.436886,100.00
8.750,2.094684,-2.710821,93,2.121793,-2.710821,5.421641,100.00
8.760,2.067652,-2.703212,93,2.094684,-2.703212,5.406423,100.00
8.770,2.040696,-2.695616,93,2.067652,-2.695616,5.391233,100.00
8.780,2.013816,-2.688035,93,2.040696,-2.688035,5.376070,100.00
8.790,1.987011,-2.680467,93,2.013816,-2.680467,5.360934,100.00
8.800,1.960116,-2.689533,93,1.987011,-2.689533,5.379066,100.00
8.810,1.933297,-2.681900,93,1.960116,-2.681900,5.363800,100.00
8.820,1.906554,-2.674281,93,1.933297,-2.674281,5.348562,100.00
8.830,1.879887,-2.666675,93,1.906554,-2.666675,5.333351,100.00
8.840,1.853296,-2.659084,94,1.879887,-2.659084,5.318168,100.00
8.850,1.826781,-2.651506,94,1.853296,-2.651506,5.303012,100.00
8.860,1.800342,-2.643942,94,1.826781,-2.643942,5.287884,100.00
8.870,1.773978,-2.636392,94,1.800342,-2.636392,5.272784,100.00
8.880,1.747526,-2.645147,94,1.773978,-2.645147,5.290293,100.00
8.890,1.721151,-2.637532,94,1.747526,-2.637532,5.275065,100.00
8.900,1.694852,-2.629932,94,1.721151,-2.629932,5.259865,100.00
8.910,1.668628,-2.622346,94,1.694852,-2.622346,5.244692,100.00
8.920,1.642481,-2.614774,94,1.668628,-2.614774,5.229547,100.00
8.930,1.616408,-2.607215,94,1.642481,-2.607215,5.214430,100.00
8.940,1.590412,-2.599671,94,1.616408,-2.599671,5.199341,100.00
8.950,1.564490,-2.592140,94,1.590412,-2.592140,5.184280,100.00
8.960,1.538484,-2.600592,94,1.564490,-2.600592,5.201183,100.00
8.970,1.512554,-2.592998,94,1.538484,-2.592998,5.185996,100.00
8.980,1.486700,-2.585419,95,1.512554,-2.585419,5.170838,100.00
8.990,1.460922,-2.577854,95,1.486700,-2.577854,5.155707,100.00
9.000,1.435219,-2.570302,95,1.460922,-2.570302,5.140605,100.00
9.010,1.409591,-2.562765,95,1.435219,-2.562765,5.125530,100.00
9.020,1.384039,-2.555242,95,1.409591,-2.555242,5.110483,100.00
9.030,1.358561,-2.547732,95,1.384039,-2.547732,5.095464,100.00
9.040,1.333002,-2.555889,95,1.358561,-2.555889,5.111779,100.00
9.050,1.307519,-2.548318,95,1.333002,-2.548318,5.096637,100.00
9.060,1.282112,-2.540762,95,1.307519,-2.540762,5.081524,100.00
9.070,1.256779,-2.533219,95,1.282112,-2.533219,5.066438,100.00
9.080,1.231522,-2.525691,95,1.256779,-2.525691,5.051382,100.00
9.090,1.206341,-2.518176,95,1.231522,-2.518176,5.036353,100.00
9.100,1.181234,-2.510676,95,1.206341,-2.510676,5.021352,100.00
9.110,1.156202,-2.503190,96,1.181234,-2.503190,5.006380,100.00
9.120,1.131091,-2.511060,95,1.156202,-2.511060,5.022121,100.00
9.130,1.106056,-2.503514,96,1.131091,-2.503514,5.007028,100.00
9.140,1.081097,-2.495982,96,1.106056,-2.495982,4.991963,100.00
9.150,1.056212,-2.488464,96,1.081097,-2.488464,4.976927,100.00
9.160,1.031402,-2.480960,96,1.056212,-2.480960,4.961920,100.00
9.170,1.006668,-2.473470,96,1.031402,-2.473470,4.946940,100.00
9.180,0.982008,-2.465995,96,1.006668,-2.465995,4.931990,100.00
9.190,0.957422,-2.458533,96,0.982008,-2.458533,4.917067,100.00
9.200,0.932761,-2.466125,96,0.957422,-2.466125,4.932250,100.00
9.210,0.908175,-2.458605,96,0.932761,-2.458605,4.917209,100.00
9.220,0.883664,-2.451099,96,0.908175,-2.451099,4.902197,100.00
9.230,0.859228,-2.443607,96,0.883664,-2.443607,4.887214,100.00
9.240,0.834867,-2.436130,96,0.859228,-2.436130,4.872259,100.00
9.250,0.810580,-2.428667,97,0.834867,-2.428667,4.857333,100.00
9.260,0.786368,-2.421218,97,0.810580,-2.421218,4.842435,100.00
9.270,0.762230,-2.413783,97,0.786368,-2.413783,4.827566,100.00
9.280,0.738019,-2.421104,97,0.762230,-2.421104,4.842207,100.00
9.290,0.713883,-2.413611,97,0.738019,-2.413611,4.827222,100.00
9.300,0.689821,-2.406133,97,0.713883,-2.406133,4.812266,100.00
9.310,0.665835,-2.398670,97,0.689821,-2.398670,4.797339,100.00
9.320,0.641923,-2.391220,97,0.665835,-2.391220,4.782440,100.00
9.330,0.618085,-2.383785,97,0.641923,-2.383785,4.767571,100.00
9.340,0.594321,-2.376365,97,0.618085,-2.376365,4.752730,100.00
9.350,0.570632,-2.368959,97,0.594321,-2.368959,4.737917,100.00
9.360,0.546871,-2.376016,97,0.570632,-2.376016,4.752032,100.00
9.370,0.523186,-2.368553,97,0.546871,-2.368553,4.737106,100.00
9.380,0.499575,-2.361104,97,0.523186,-2.361104,4.722209,100.00
9.390,0.476038,-2.353671,97,0.499575,-2.353671,4.707341,100.00
9.400,0.452576,-2.346251,98,0.476038,-2.346251,4.692502,100.00
9.410,0.429187,-2.338846,98,0.452576,-2.338846,4.677692,100.00
9.420,0.405873,-2.331456,98,0.429187,-2.331456,4.662911,100.00
9.430,0.382632,-2.324079,98,0.405873,-2.324079,4.648159,100.00
9.440,0.359323,-2.330881,98,0.382632,-2.330881,4.661761,100.00
9.450,0.336088,-2.323449,98,0.359323,-2.323449,4.646898,100.00
9.460,0.312928,-2.316032,98,0.336088,-2.316032,4.632064,100.00
9.470,0.289842,-2.308629,98,0.312928,-2.308629,4.617259,100.00
9.480,0.266829,-2.301241,98,0.289842,-2.301241,4.602483,100.00
9.490,0.243891,-2.293868,98,0.266829,-2.293868,4.587736,100.00
9.500,0.221026,-2.286509,98,0.243891,-2.286509,4.573018,100.00
9.510,0.198234,-2.279165,98,0.221026,-2.279165,4.558329,100.00
9.520,0.175377,-2.285717,98,0.198234,-2.285717,4.571435,100.00
9.530,0.152594,-2.278318,98,0.175377,-2.278318,4.556637,100.00
9.540,0.129884,-2.270934,99,0.152594,-2.270934,4.541869,100.00
9.550,0.107249,-2.263565,99,0.129884,-2.263565,4.527130,100.00
9.560,0.084687,-2.256210,99,0.107249,-2.256210,4.512420,100.00
9.570,0.062198,-2.248870,99,0.084687,-2.248870,4.497740,100.00
9.580,0.039782,-2.241544,99,0.062198,-2.241544,4.483088,100.00
9.590,0.017440,-2.234233,99,0.039782,-2.234233,4.468466,100.00
9.600,0.000000,-2.240544,99,0.017440,-2.240544,4.481089,100.00
9.610,0.000000,-2.233205,99,0.000000,-2.233205,4.466410,100.00
9.620,0.000000,-2.225967,99,0.000000,-2.225967,4.451934,100.00
9.630,0.000000,-2.218743,99,0.000000,-2.218743,4.437487,100.00
9.640,0.000000,-2.211534,99,0.000000,-2.211534,4.423068,100.00
9.650,0.000000,-2.204339,99,0.000000,-2.204339,4.408678,100.00
9.660,0.000000,-2.197159,99,0.000000,-2.197159,4.394317,100.00
9.670,0.000000,-2.189992,100,0.000000,-2.189992,4.379985,100.00
9.680,0.000000,-2.196179,99,0.000000,-2.196179,4.392357,100.00
9.690,0.000000,-2.188984,100,0.000000,-2.188984,4.377969,100.00
9.700,0.000000,-2.181890,100,0.000000,-2.181890,4.363779,100.00
9.710,0.000000,-2.174809,100,0.000000,-2.174809,4.349618,100.00
9.720,0.000000,-2.167743,100,0.000000,-2.167743,4.335486,100.00
9.730,0.000000,-2.160690,100,0.000000,-2.160690,4.321381,100.00
9.740,0.000000,-2.153652,100,0.000000,-2.153652,4.307304,100.00
9.750,0.000000,-2.146628,100,0.000000,-2.146628,4.293255,100.00
9.760,0.000000,-2.152691,100,0.000000,-2.152691,4.305383,100.00
9.770,0.000000,-2.145640,100,0.000000,-2.145640,4.291279,100.00
9.780,0.000000,-2.138685,100,0.000000,-2.138685,4.277371,100.00
9.790,0.000000,-2.131745,100,0.000000,-2.131745,4.263490,100.00
9.800,0.000000,-2.124819,100,0.000000,-2.124819,4.249637,100.00
9.810,0.000000,-2.117906,100,0.000000,-2.117906,4.235812,100.00
9.820,0.000000,-2.111007,101,0.000000,-2.111007,4.222014,100.00
9.830,0.000000,-2.104121,101,0.000000,-2.104121,4.208243,100.00
9.840,0.000000,-2.110065,101,0.000000,-2.110065,4.220130,100.00
9.850,0.000000,-2.103153,101,0.000000,-2.103153,4.206306,100.00
9.860,0.000000,-2.096337,101,0.000000,-2.096337,4.192673,100.00
9.870,0.000000,-2.089534,101,0.000000,-2.089534,4.179067,100.00
9.880,0.000000,-2.082744,101,0.000000,-2.082744,4.165489,100.00
9.890,0.000000,-2.075968,101,0.000000,-2.075968,4.151937,100.00
9.900,0.000000,-2.069206,101,0.000000,-2.069206,4.138412,100.00
9.910,0.000000,-2.062457,101,0.000000,-2.062457,4.124914,100.00
9.920,0.000000,-2.068283,101,0.000000,-2.068283,4.136566,100.00
9.930,0.000000,-2.061508,101,0.000000,-2.061508,4.123016,100.00
9.940,0.000000,-2.054826,101,0.000000,-2.054826,4.109653,100.00
9.950,0.000000,-2.048158,101,0.000000,-2.048158,4.096316,100.00
9.960,0.000000,-2.041503,101,0.000000,-2.041503,4.083007,100.00
9.970,0.000000,-2.034862,102,0.000000,-2.034862,4.069723,100.00
9.980,0.000000,-2.028233,102,0.000000,-2.028233,4.056466,100.00
9.990,0.000000,-2.021618,102,0.000000,-2.021618,4.043235,100.00
